West Village Quad,42.337371,-71.092633
Centenial Quad,42.3371019,-71.0916027
Krentzman Quad,42.34013,-71.088306
Snell Quad,42.338915,-71.08818
Science Quad,42.339491,-71.086894
Freshman Quad,42.340924,-71.08987
Cabot Court,42.33988,-71.089362
Fenway Area,42.341815,-71.091736
Columbus Area,42.337643,-71.085695
